"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"873","4952539","2016","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Economy","No Qualification","Male",59,"Australia","Lutheran","Middle","Rural",">180,000","3691"
"874","4952539","2019","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation","No Qualification","Male",62,"Australia","Lutheran","Middle","Rural","80,001-90,000","3691"
"875","4970360","2016","Coalition","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Education","No Qualification","Female",67,"Australia","Roman Catholic","None","Small Country Town","70,001-80,000","3056"
"876","5008892","2019","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Debt","Postgraduate","Female",74,"ESB","Baptist","Middle","Major City","20,001-25,000","3085"
"877","5019061","2019","Coalition","Not Very Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Education","Health","Non-Trade","Female",56,"Australia","Christian","Working","Major City","25,001-30,000","3550"
"878","5030168","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Debt","Non-Trade","Female",73,"ESB","Methodist","Middle","Small Country Town","25,001-30,000","3922"
"879","5030168","2019","Coalition","Not Very Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Health","No Qualification","Female",76,"ESB","Methodist","Middle","Small Country Town","25,001-30,000","3922"
"880","5033753","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Labor","Labor","Labor","Liberal","No Difference","No Difference","Labor","No Difference","Liberal","Economy","Refugees","Postgraduate","Male",65,"Australia","No Religion","Middle","Major City",">180,000","3095"
"881","5034304","2019","Coalition","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Economy","Taxation","Postgraduate","Male",50,"NESB","Roman Catholic","Middle","Major City","160,001-180,000","3976"
"882","5099536","2016","Coalition","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Education","Postgraduate","Male",54,"NESB","No Religion","Working","Major City","140,001-150,000","3027"
"883","5099536","2019","Coalition","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Labor","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Economy","Taxation","Postgraduate","Male",57,"NESB","Buddhist","Working","Major City","150,001-160,000","3027"
"884","5106821","2019","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Economy","Taxation","Bachelor","Male",52,"Australia","Christian","Middle","Major City","130,001-140,000","3089"
"885","5147734","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Debt","Health","No Qualification","Male",65,"ESB","Anglican","None","Major City","30,001-35,000","6062"
"886","5147734","2019","Coalition","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt","No Qualification","Male",68,"ESB","Christian","Middle","Major City","45,001-50,000","6062"
"887","5154392","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Economy","Education","Bachelor","Male",72,"Australia","Roman Catholic","Working","Major City","90,001-100,000","6021"
"888","5154392","2019","Coalition","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Superannuation","Debt","Bachelor","Male",75,"Australia","Roman Catholic","Working","Major City","80,001-90,000","6021"
"889","5158291","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","No Difference","No Difference","Labor","Labor","No Difference","No Difference","Liberal","Labor","No Difference","No Difference","Climate","Refugees","Bachelor","Male",70,"Australia","Anglican","Working","Major City","20,001-25,000","6011"
"890","5158291","2019","Coalition","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Superannuation","Taxation","Bachelor","Male",73,"Australia","Anglican","Working","Major City","60,001-70,000","6011"
"891","5160024","2016","Coalition","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Debt","Economy","Bachelor","Male",72,"Australia","No Religion","Middle","Major City",">180,000","6018"
"892","5160024","2019","Coalition","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation","Postgraduate","Male",75,"Australia","No Religion","Middle","Major City",">180,000","6018"
"893","5190995","2016","Coalition","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Liberal","No Difference","Labor","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Health","Environment","Trade","Female",70,"Australia","Anglican","Working","Major City","60,001-70,000","6157"
